Id,Label,links,total_link_strength,documents,citations,degree.centr,closnesscentrality,norm.betweeness.centr,component.number,clustering,triangles,eigen.centr
1037,"huntsman, brock m.",10,10,2,9,10,0.666667,0.00001,58,0.644444,29,0.000177
1038,"hurlbert, allen h.",2,2,1,9,2,1,0,180,1,1,0.000008
1039,"hursh, sheryl h.",22,22,1,44,22,0.162323,0,0,1,231,0.041391
1040,"hurtado, johanna",2,2,1,113,2,0.160082,0,0,1,1,0.000212
1041,"hurtado-astaiza, johanna",13,13,1,0,13,1,0,14,1,78,0.00061
1042,"husband, thomas p.",8,8,1,256,8,0.214861,0,0,1,28,0.000756
1043,"hussain, hafiz sajid",9,9,1,4,9,1,0,5,1,36,0.000172
1044,"hutto, richard l.",3,3,1,78,3,0.159666,0,0,1,3,0.000091
1045,"hutton, jacob m.",4,4,1,8,4,1,0,50,1,6,0.000025
1046,"huyvaert, kathryn p.",3,3,1,17,3,0.188987,0,0,1,3,0.000149
1047,"iannarilli, fabiola",8,8,1,1,8,0.149251,0,0,1,28,0.002601
1048,"iezzi, maria eugenia",13,13,1,1,13,0.172818,0,0,1,78,0.009342
1049,"iglecia, monica n.",2,2,1,15,2,0.170794,0,0,1,1,0.000042
1050,"ikeno, susumu",5,5,1,59,5,0.201712,0,0,1,10,0.000295
1051,"ikin, karen",6,6,1,17,6,0.4375,0,74,1,15,0.000069
1052,"imbeau, louis",5,5,1,21,5,0.619048,0,57,1,10,0.00005
1053,"ims, rolf a.",5,5,2,19,5,0.170197,0.000823,0,0.4,4,0.002138
1054,"ingwersen, dean",13,13,1,29,13,0.842105,0,55,1,78,0.000623
1055,"iosif, ruben",14,16,3,20,14,0.152027,0.00182,0,0.450549,41,0.001128
1056,"irizarry, julissa i.",2,2,1,12,2,0.170794,0,0,1,1,0.000042
1057,"irvine, kathryn m.",11,16,4,86,11,0.689655,0.000006,13,0.436364,24,0.000142
1058,"irwin, larry l.",2,2,1,27,2,0.146271,0,0,1,1,0.000026
1059,"isaac, nicholas j. b.",33,35,4,670,33,0.156364,0.007358,0,0.36553,193,0.003667
1060,"isaak, daniel j.",11,11,1,13,11,0.761905,0,67,1,55,0.000348
1061,"isden, jessica",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1062,"isoke, sam",5,5,1,9,5,0.170382,0,0,1,10,0.002043
1063,"ivan, jacob s.",7,9,3,18,7,0.151635,0.00096,0,0.428571,9,0.000077
1064,"jachowski, catherine m. bodinof",3,3,1,6,3,0.714286,0,155,1,3,0.000017
1065,"jachowski, david s.",5,5,2,10,5,1,0.000002,155,0.4,4,0.000024
1066,"jackson, c. rhett",16,16,2,23,16,0.161748,0.007324,0,0.475,57,0.027929
1067,"jackson, donald a.",2,2,1,13,2,1,0,60,1,1,0.000008
1068,"jackson, pat j.",7,7,1,11,7,0.145668,0,0,1,21,0.000104
1069,"jacobi, sarah k.",4,4,1,15,4,1,0,86,1,6,0.000025
1070,"jacobsen, rannveig m.",9,9,1,1,9,1,0,33,1,36,0.000172
1071,"jacomo, anah t. a.",5,5,1,64,5,0.148576,0,0,1,10,0.000266
1072,"jaime zuniga-vega, j.",3,3,1,5,3,1,0,150,1,3,0.000015
1073,"jamtsho, rinzin",2,2,1,2,2,0.140306,0,0,1,1,0.000021
1074,"janousek, william m.",19,20,3,32,19,0.174676,0.003693,0,0.719298,123,0.001665
1075,"jansen, florian",18,18,1,16,18,0.144271,0,0,1,153,0.003289
1076,"jansen, patrick a.",28,28,2,13,28,0.181445,0.010915,0,0.52381,198,0.003733
1077,"jarchow, christopher j.",5,5,1,68,5,0.185054,0,0,1,10,0.000359
1078,"jathanna, devcharan",5,5,1,4,5,1,0,29,1,10,0.000039
1079,"jay, s. c.",8,8,1,3,8,0.114978,0,0,1,28,0.000134
1080,"jeffery, brian m.",8,8,1,7,8,0.133623,0,0,1,28,0.00024
1081,"jeffress, mackenzie r.",9,9,1,6,9,0.625,0,13,1,36,0.000203
1082,"jehle, robert",2,2,1,2,2,1,0,45,1,1,0.000008
1083,"jelks, howard l.",5,5,1,3,5,0.592593,0,67,1,10,0.000078
1084,"jenkins, christopher l.",3,3,1,15,3,0.133699,0,0,1,3,0.000071
1085,"jenni, lukas",5,7,2,35,5,0.17706,0,0,1,10,0.000155
1086,"jepsen, jane uhd",2,2,1,5,2,0.145473,0,0,1,1,0.000074
1087,"jessop, tim s.",4,4,1,28,4,1,0,30,1,6,0.000025
1088,"jha, ashish",2,2,1,1,2,1,0,181,1,1,0.000008
1089,"ji, yinqiu",15,15,1,1,15,0.132372,0,0,1,105,0.001268
1090,"jiang, guangshun",5,5,1,5,5,1,0,176,1,10,0.000039
1091,"jiang, xuelong",2,2,1,15,2,0.75,0,73,1,1,0.000009
1092,"jimenez, jaime e.",2,2,1,1,2,0.75,0,158,1,1,0.000009
1093,"jimenez, jose",21,21,4,27,21,0.117422,0.00695,0,0.228571,48,0.000254
1094,"jimenez-franco, maria v.",12,16,4,42,12,0.204129,0.001098,0,0.378788,25,0.000461
1095,"jnawali, shant raj",20,22,2,4,20,0.173327,0.000056,0,0.578947,110,0.004608
1096,"joachim, jean",2,2,1,2,2,0.186741,0,0,1,1,0.000062
1097,"johnsingh, a. j. t.",6,9,2,42,6,0.19354,0,0,1,15,0.003296
1098,"johnson, amy e. m.",5,5,1,2,5,0.187757,0,0,1,10,0.000275
1099,"johnson, bethany a.",3,3,1,6,3,0.46875,0,41,1,3,0.000025
1100,"johnson, devin s.",4,6,2,25,4,0.489796,0,3,0.833333,5,0.000046
1101,"johnson, matthew",9,11,2,13,9,0.148654,0.000945,0,0.666667,24,0.000274
1102,"johnson, paul j.",7,7,1,12,7,0.177549,0,0,1,21,0.000269
1103,"jones, chris",18,18,2,26,18,0.909091,0.000029,58,0.477124,73,0.000408
1104,"jones, gavin m.",5,5,1,4,5,0.144065,0,0,1,10,0.000078
1105,"jones, harrison h.",3,3,1,6,3,0.666667,0,48,1,3,0.000018
1106,"jones, jay e.",9,15,3,43,9,0.146377,0.000001,0,0.722222,26,0.000123
1107,"jones, thomas r.",8,8,1,20,8,0.169952,0,0,1,28,0.000479
1108,"jones-farrand, d. todd",3,3,1,4,3,1,0,116,1,3,0.000015
1109,"jordan, christopher a.",10,10,1,13,10,0.154031,0,0,1,45,0.000604
1110,"jordan, mark j.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
1111,"jorge, marcelo h.",3,3,1,0,3,1,0,115,1,3,0.000015
1112,"jorgensen, christopher f.",4,4,1,9,4,0.7,0,66,1,6,0.000033
1113,"joshi, atul a.",7,10,2,34,7,0.207849,0.000642,0,0.857143,18,0.003486
1114,"joshi, bheem dutt",7,7,1,1,7,0.14025,0,0,1,21,0.000107
1115,"joshi, viral",5,5,1,4,5,1,0,29,1,10,0.000039
1116,"jubili, jaffly",20,25,2,4,20,0.149852,0.000021,0,0.742105,141,0.002725
1117,"kabir, m.",4,4,1,65,4,0.153263,0,0,1,6,0.000232
1118,"kachel, shannon",2,2,1,0,2,1,0,23,1,1,0.000008
1119,"kadariya, rabin",6,6,1,1,6,0.607143,0,51,1,15,0.000081
1120,"kafley, hemanta",5,5,1,12,5,0.586207,0,51,1,10,0.000062
1121,"kalies, elizabeth l.",8,8,2,111,8,0.182052,0.000412,0,0.75,21,0.00041
1122,"kalkman, vincent j.",17,17,1,48,17,0.156937,0,0,1,136,0.002638
1123,"kalko, e. k. v.",8,8,1,5,8,1,0,77,1,28,0.000122
1124,"kalle, riddhika",3,3,1,18,3,0.714286,0,139,1,3,0.000019
1125,"kalyahe, monty",6,6,1,40,6,0.170752,0,0,1,15,0.000268
1126,"kandel, ram chandra",10,10,1,4,10,0.173115,0,0,1,45,0.003295
1127,"kane, mamadou d.",23,23,1,68,23,0.204749,0,0,1,253,0.070826
1128,"kanno, yoichiro",9,10,2,100,9,0.215911,0.000206,0,0.805556,29,0.000673
1129,"karanth, k. u.",9,9,3,86,9,0.174568,0.005125,0,0.361111,13,0.0009
1130,"karanth, krithi k.",5,5,1,42,5,0.153813,0,0,1,10,0.000085
1131,"karelus, dana l.",4,4,1,0,4,1,0,170,1,6,0.000025
1132,"karenyi, natasha",3,3,1,6,3,0.170938,0,0,1,3,0.000034
1133,"karki, madhuri thapa",12,12,1,0,12,0.17129,0,0,1,66,0.003686
1134,"karl, brian j.",10,10,1,26,10,0.625,0,58,1,45,0.000274
1135,"karpanty, sarah",12,19,4,65,12,0.171104,0.002054,0,0.439394,29,0.005538
1136,"karubian, jordan",4,4,1,5,4,1,0,94,1,6,0.000025
1137,"kass, jamie m.",3,3,1,10,3,0.129452,0,0,1,3,0.000039
1138,"kaszta, zaneta",4,7,2,11,4,0.163091,0,0,1,6,0.000129
1139,"katayama, naoki",3,3,1,4,3,0.168193,0,0,1,3,0.000054
1140,"kauhala, k.",3,3,1,15,3,1,0,8,1,3,0.000015
1141,"kautz, todd m.",8,8,1,4,8,0.1784,0,0,1,28,0.000371
1142,"kawalkar, dhanusha",3,3,1,1,3,1,0,182,1,3,0.000015
1143,"kawamura, kazuhiro",5,5,1,3,5,0.168233,0,0,1,10,0.000092
1144,"kawanishi, k",4,4,1,309,4,0.207575,0,0,1,6,0.000353
1145,"kay, cria a. m.",37,48,2,67,37,0.16296,0.000037,0,0.752252,501,0.066982
1146,"kays, roland",11,25,4,165,11,0.185613,0.000654,0,0.745455,41,0.000537
1147,"kazi, abduladil",3,3,1,0,3,1,0,112,1,3,0.000015
1148,"ke, alison",4,4,1,0,4,0.155112,0,0,1,6,0.000253
1149,"keane, john j.",3,3,1,9,3,0.171957,0,0,1,3,0.00005
1150,"keeping, derek",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1151,"keesing, felicia",4,4,1,0,4,1,0,183,1,6,0.000025
1152,"keinath, douglas a.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
1153,"kelkar, nachiket",4,4,1,20,4,1,0,10,1,6,0.000025
1154,"kellner, james r.",1,1,1,18,1,1,0,177,0,0,0.000003
1155,"kellner, kenneth",20,21,4,27,20,0.192564,0.011732,0,0.263158,50,0.000652
1156,"kelly, elizabeth g.",8,8,1,13,8,0.201396,0,0,1,28,0.000409
1157,"kelly, marcella j.",35,45,6,219,35,0.205912,0.004164,0,0.478992,285,0.096558
1158,"kendall, bruce e.",6,6,1,5,6,1,0,136,1,15,0.000058
1159,"kendall, katherine c.",5,5,1,10,5,0.203629,0,0,1,10,0.000389
1160,"kennard, mark j.",5,5,1,18,5,0.14914,0,0,1,10,0.000049
1161,"kennedy, christina m.",2,2,1,6,2,0.188911,0,0,1,1,0.000134
1162,"kennedy, patricia l.",4,4,1,5,4,1,0,184,1,6,0.000025
1163,"kerr, jeremy",2,2,1,304,2,0.139077,0,0,1,1,0.000031
1164,"kery, marc",35,41,12,761,35,0.214992,0.022584,0,0.107563,64,0.001276
1165,"kesch, kristina",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1166,"kesler, dylan c.",6,6,1,4,6,0.129701,0,0,1,15,0.000129
1167,"kessinger, brin e.",4,4,1,2,4,0.166549,0,0,1,6,0.000128
1168,"keyser, patrick d.",5,5,1,21,5,0.857143,0,26,1,10,0.00004
1169,"khadka, madhav",5,5,1,12,5,0.586207,0,51,1,10,0.000062
1170,"khan, barkatullah",9,9,1,4,9,1,0,5,1,36,0.000172
1171,"khanal, gopal",4,4,1,20,4,0.156867,0,0,1,6,0.000167
1172,"khanal, kapil",10,10,1,4,10,0.173115,0,0,1,45,0.003295
1173,"khandal, dharmendra",3,3,1,0,3,1,0,112,1,3,0.000015
1174,"khanyari, munib",6,6,1,3,6,0.140222,0,0,1,15,0.000078
1175,"khara, abhirup",6,6,1,3,6,0.140222,0,0,1,15,0.000078
1176,"khoo, max d. y.",7,7,1,1,7,1,0,145,1,21,0.000085
1177,"khot, rahul",5,5,1,3,5,0.777778,0,27,1,10,0.000041
1178,"kidwai, zaara",4,4,1,17,4,0.105114,0,0,1,6,0.000056
1179,"kiebou-opepa, cisquet",18,18,1,0,18,0.180818,0,0,1,153,0.003323
1180,"kiefer, sarah",10,10,1,0,10,0.144788,0,0,1,45,0.0005
1181,"killengreen, siw t.",5,5,1,0,5,1,0,144,1,10,0.000039
1182,"kilpatrick, a. marm",8,8,1,0,8,0.104679,0,0,1,28,0.000128
1183,"kilshaw, kerry",7,7,1,12,7,0.177549,0,0,1,21,0.000269
1184,"kimmig, sophia",10,10,1,0,10,0.144788,0,0,1,45,0.0005
1185,"kindberg, jonas",6,6,1,6,6,0.875,0,24,1,15,0.000059
1186,"kindvall, oskar",6,6,1,1,6,1,0,169,1,15,0.000058
1187,"king, david i.",4,5,3,185,4,0.202318,0.000823,0,0.333333,2,0.000275
1188,"king, ruth",3,3,1,12,3,1,0,95,1,3,0.000015
1189,"king, travis w.",7,7,1,8,7,0.193064,0,0,1,21,0.003389
1190,"king, wendy m.",6,6,1,1,6,0.136473,0,0,1,15,0.000068
1191,"kingsford, r. t.",5,5,1,9,5,0.147846,0,0,1,10,0.000057
1192,"kinnison, michael t.",3,3,1,0,3,1,0,16,1,3,0.000015
1193,"kirk, thomas a.",6,6,1,13,6,1,0,40,1,15,0.000058
1194,"kirsch, joseph e.",1,1,1,16,1,0.122488,0,0,0,0,0.000051
1195,"kissing, johnny",21,28,3,11,21,0.171581,0.001296,0,0.57619,121,0.002455
1196,"kitchener, andrew c.",7,7,1,12,7,0.177549,0,0,1,21,0.000269
1197,"kittur, swati a.",1,1,1,17,1,1,0,185,0,0,0.000003
1198,"kleeman, patrick m.",2,2,1,0,2,0.122445,0,0,1,1,0.00005
1199,"klein, rebecca",43,47,3,32,43,0.182664,0.000274,0,0.913621,825,0.951617
1200,"knape, jonas",6,6,1,15,6,1,0,63,1,15,0.000058
1201,"knight, richard l.",3,3,1,32,3,0.152683,0,0,1,3,0.000109
1202,"knutson, melinda g.",1,1,1,54,1,1,0,186,0,0,0.000003
1203,"knutson, mg",4,4,1,1197,4,0.205703,0,0,1,6,0.000484
1204,"koch, jonathan b.",16,16,1,19,16,0.173178,0,0,1,120,0.001628
1205,"koch, joshua c.",9,10,2,26,9,0.615385,0.000013,3,0.583333,21,0.000112
1206,"koen, erin l.",6,6,1,3,6,0.6875,0,93,1,15,0.000068
1207,"koenig, walter d.",5,5,1,88,5,0.128627,0,0,1,10,0.000054
1208,"koike, fumito",3,3,1,10,3,0.129452,0,0,1,3,0.000039
1209,"koizumi, itsuro",5,5,1,25,5,0.168233,0,0,1,10,0.000092
1210,"kokole, morulaganyi",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1211,"kolowski, joseph m.",2,2,1,15,2,0.168775,0,0,1,1,0.000165
1212,"kolstrom, rebecca",4,4,1,4,4,0.461538,0,3,1,6,0.000043
1213,"koper, nicola",1,1,1,3,1,1,0,187,0,0,0.000003
1214,"korner-nievergelt, franzi",5,5,1,0,5,1,0,52,1,10,0.000039
1215,"koshida, chieko",3,3,1,4,3,0.168193,0,0,1,3,0.000054
1216,"kotowska, dorota",6,6,1,15,6,1,0,63,1,15,0.000058
1217,"kotze, robynne",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1218,"kovach, tony j.",8,8,1,0,8,0.104679,0,0,1,28,0.000128
1219,"kpelle, david g.",5,5,1,36,5,0.150666,0,0,1,10,0.000795
1220,"kramer, donald l.",2,2,1,10,2,1,0,179,1,1,0.000008
1221,"kramer-schadt, stephanie",24,24,2,0,24,0.156399,0.004944,0,0.492754,136,0.00244
1222,"kreitzman, maayan",3,3,1,1,3,1,0,111,1,3,0.000015
1223,"krepschi, victor g.",6,6,1,22,6,0.201453,0,0,1,15,0.00033
1224,"krofel, miha",4,4,1,1,4,0.165982,0,0,1,6,0.00026
1225,"krohner, jessica m.",1,1,1,0,1,1,0,35,0,0,0.000003
1226,"kroll, andrew j.",13,19,5,94,13,0.17129,0.004504,0,0.358974,28,0.000169
1227,"kross, chelsea s.",5,5,1,2,5,0.441176,0,41,1,10,0.000047
1228,"kruger, laurence m.",4,4,1,11,4,0.129558,0,0,1,6,0.000077
1229,"krupinski, dominik",6,6,1,15,6,1,0,63,1,15,0.000058
1230,"kuboi, kouji",5,5,1,59,5,0.201712,0,0,1,10,0.000295
1231,"kuemmerle, tobias",14,21,3,45,14,0.158006,0.000083,0,0.604396,55,0.00067
1232,"kuhns, andrew r.",2,2,1,37,2,0.124857,0,0,1,1,0.000076
1233,"kulavmode, amol r.",2,2,1,4,2,0.583333,0,27,1,1,0.000014
1234,"kumar, n. s.",3,3,1,38,3,0.172313,0,0,1,3,0.000836
1235,"kumar, n. samba",5,5,1,42,5,0.153813,0,0,1,10,0.000085
1236,"kun, shi",4,4,1,0,4,1,0,160,1,6,0.000025
1237,"kuo, rita c.",3,3,1,11,3,1,0,113,1,3,0.000015
1238,"kupferman, caitlin a.",3,3,1,0,3,1,0,123,1,3,0.000015
1239,"kutt, alex",13,13,1,29,13,0.842105,0,55,1,78,0.000623
1240,"kwak, thomas j.",5,5,1,6,5,0.146165,0,0,1,10,0.000051
1241,"kwon, eunbi",5,5,1,4,5,0.14618,0,0,1,10,0.000229
1242,"la haye, maurice j. j.",3,3,1,10,3,0.153329,0,0,1,3,0.000187
1243,"lachman, gb",5,5,1,3108,5,0.218378,0,0,1,10,0.000508
1244,"ladle, andrew",3,3,1,30,3,0.172334,0,0,1,3,0.002136
1245,"laffaille, pascal",4,4,1,0,4,1,0,69,1,6,0.000025
1246,"lafferty, diana j. r.",8,8,1,1,8,0.149251,0,0,1,28,0.002601
1247,"lagan, peter",15,18,2,9,15,0.147615,0.000002,0,0.733333,77,0.001884
1248,"lahkar, d.",4,4,1,7,4,1,0,6,1,6,0.000025
1249,"laker, jerry",8,8,1,39,8,0.163223,0,0,1,28,0.000253
1250,"lama, sonam tashi",10,10,1,4,10,0.173115,0,0,1,45,0.003295
1251,"lamb, jennifer y.",2,2,1,2,2,0.14335,0,0,1,1,0.00005
1252,"lambert, joseph p.",4,4,1,0,4,1,0,160,1,6,0.000025
1253,"lambin, x.",3,4,2,16,3,0.133699,0,0,0.666667,2,0.000069
1254,"lamichhane, babu r.",17,17,3,13,17,1,0.000028,51,0.294118,40,0.000184
1255,"lamichhane, saneer",6,6,1,0,6,0.607143,0,51,1,15,0.000081
1256,"lamothe, karl a.",2,3,2,5,2,1,0,135,1,1,0.000008
1257,"landers, r. h.",3,3,1,21,3,0.151408,0,0,1,3,0.000726
1258,"langeland, knut",3,3,1,14,3,0.170156,0,0,1,3,0.002128
1259,"langmore, naomi",5,5,1,1,5,1,0,15,1,10,0.000039
1260,"langtimm, ca",5,5,1,3108,5,0.218378,0,0,1,10,0.000508
1261,"lapointe, n. w. r.",6,6,1,8,6,1,0,117,1,15,0.000058
1262,"larkin, daniel j.",4,4,1,15,4,1,0,86,1,6,0.000025
1263,"larkin, jeffery l.",11,11,2,9,11,1,0.000009,93,0.454545,25,0.000105
1264,"larose, summer h.",8,8,1,1,8,0.149251,0,0,1,28,0.002601
1265,"larreur, max",5,5,1,0,5,0.140264,0,0,1,10,0.002668
1266,"larrivee, maxim",3,3,1,0,3,0.565217,0,57,1,3,0.000027
1267,"larson, kelli l.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
1268,"laske, sarah m.",6,6,1,26,6,0.421053,0,3,1,15,0.000074
1269,"lassoie, james p.",6,6,1,21,6,0.177438,0,0,1,15,0.000243
1270,"latif, quresh s.",14,17,5,33,14,0.155419,0.003948,0,0.21978,20,0.000134
1271,"lauret, valentin",7,7,1,29,7,0.13779,0,0,1,21,0.000191
1272,"lawson, charles k.",3,3,1,3,3,1,0,102,1,3,0.000015
1273,"leasure, douglas r.",11,11,2,15,11,0.761905,0,67,1,55,0.000348
1274,"leberg, paul l.",3,3,1,2,3,0.143364,0,0,1,3,0.000059
1275,"lebrun, jaymi j.",3,3,1,1,3,0.147815,0,0,1,3,0.000033
1276,"lee, benjamin p. y-h",7,7,1,1,7,1,0,145,1,21,0.000085
1277,"lee, derek e.",1,1,1,35,1,1,0,80,0,0,0.000003
1278,"lee, myung-bok",12,13,6,78,12,0.14697,0.006875,0,0.19697,13,0.000722
1279,"leflore, eric",41,41,1,3,41,0.182617,0,0,1,820,0.948232
1280,"legare, mike l.",8,8,1,6,8,0.833333,0,87,1,28,0.00013
1281,"legare, stephanie a.",8,14,2,11,8,0.833333,0,87,1,28,0.00013
1282,"lehrer, elizabeth w.",38,52,3,79,38,0.162978,0.00014,0,0.716927,504,0.067282
1283,"leigh, david s.",9,9,1,15,9,0.139475,0,0,1,36,0.001054
1284,"leimgruber, peter",6,6,1,13,6,1,0,122,1,15,0.000058
1285,"lele, abhimanyu",5,5,1,4,5,1,0,29,1,10,0.000039
1286,"leon-ortega, mario",6,8,2,23,6,0.177215,0.000024,0,0.8,12,0.000218
1287,"lepage, christine",5,5,1,1,5,0.20131,0,0,1,10,0.000273
1288,"lepard, clara c.",6,6,1,17,6,0.155214,0,0,1,15,0.000169
1289,"lerch, michael d.",4,4,1,5,4,0.161416,0,0,1,6,0.00005
1290,"leslie, alison j.",5,5,1,5,5,0.108344,0,0,1,10,0.000048
1291,"lesmeister, damon b.",7,9,3,134,7,0.157936,0.003686,0,0.380952,8,0.000076
1292,"leston, lionel f. v.",1,1,1,3,1,1,0,187,0,0,0.000003
1293,"letcher, benjamin h.",9,10,2,100,9,0.215911,0.000206,0,0.805556,29,0.000673
1294,"leu, matthias",7,9,2,10,7,0.15102,0.000059,0,0.809524,17,0.000116
1295,"lewis, catherine",8,8,1,1,8,0.140292,0,0,1,28,0.001985
1296,"lewis, jesse s.",26,26,1,23,26,0.162063,0,0,1,325,0.052013
1297,"lewis, tania",3,3,1,0,3,0.170013,0,0,1,3,0.000081
1298,"lewis, tyler l.",4,4,1,9,4,0.421053,0,3,1,6,0.00004
1299,li yibin,4,4,1,0,4,1,0,160,1,6,0.000025
1300,"li, hailong",7,7,1,7,7,0.733333,0,149,1,21,0.000115
1301,"li, jianlong",8,8,1,27,8,1,0,68,1,28,0.000122
1302,"li, sheng",3,3,1,20,3,0.168937,0,0,1,3,0.00019
1303,"li, xueyou",3,4,2,18,3,1,0,73,0.666667,2,0.000013
1304,"li, yuanheng",15,15,1,1,15,0.132372,0,0,1,105,0.001268
1305,"li, zhilin",6,6,1,20,6,0.6875,0,149,1,15,0.000095
1306,"lietz, robin",20,25,2,4,20,0.149852,0.000021,0,0.742105,141,0.002725
1307,"lim, bryan t. m.",7,7,1,1,7,1,0,145,1,21,0.000085
1308,"lim, hong-ye",8,8,1,1,8,0.833333,0,1,1,28,0.000143
1309,"lima, catia",7,7,1,0,7,0.733333,0,25,1,21,0.000093
1310,"lima, kyle a.",5,5,1,4,5,0.4375,0,74,1,10,0.000047
1311,"lindberg, mark s.",8,10,3,34,8,0.533333,0.000007,3,0.428571,12,0.000077
1312,"lindell, catherine",4,4,1,7,4,1,0,130,1,6,0.000025
1313,"lindeman, michael",7,7,1,7,7,0.705882,0,152,1,21,0.000106
1314,"linden, daniel w.",6,8,3,57,6,0.171145,0.000007,0,0.733333,11,0.000088
1315,"lindenmayer, david b.",6,7,2,39,6,0.4375,0,74,1,15,0.000069
1316,"link, andres",6,6,1,26,6,1,0,83,1,15,0.000058
1317,"link, wa",5,5,2,93,5,0.171727,0.001066,0,0.6,6,0.000064
1318,"linnell, john d. c.",6,6,1,6,6,0.875,0,24,1,15,0.000059
1319,"lira-noriega, andres",13,13,1,0,13,1,0,14,1,78,0.00061
1320,"liske-clark, jill",6,6,1,2,6,0.118425,0,0,1,15,0.000096
1321,"litt, andrea r.",4,6,2,17,4,0.555556,0.000001,13,0.833333,5,0.000067
1322,"lituma, christopher m.",1,1,1,13,1,0.545455,0,26,0,0,0.000008
1323,"lizcano, diego",2,2,1,113,2,0.160082,0,0,1,1,0.000212
1324,"lkhagvajav, p.",6,6,1,4,6,0.162866,0,0,1,15,0.000213
1325,"lkhagvasuren, badamjav",4,4,1,7,4,1,0,17,1,6,0.000025
1326,"llaneza, luis",7,7,1,10,7,0.105138,0,0,1,21,0.000118
1327,"lloyd, john d.",1,1,1,8,1,0.666667,0,137,0,0,0.000004
1328,"lo parrino, elia",22,31,3,54,22,0.75,0.000005,19,0.670996,155,0.002332
1329,"loeb, susan c.",2,2,1,4,2,0.625,0,155,1,1,0.000011
1330,"loffland, helen l.",21,21,2,28,21,0.173817,0.012102,0,0.619048,130,0.001746
1331,"logan, mary kotschwar",0,0,1,6,0,0,0,188,0,0,0
1332,"loggins, anne a.",4,4,1,11,4,0.129558,0,0,1,6,0.000077
1333,"loh, t. -l.",3,3,1,6,3,1,0,37,1,3,0.000015
1334,"loman, zachary g.",7,7,1,8,7,0.125088,0,0,1,21,0.000101
1335,"lombardi, jason v.",8,8,2,50,8,0.186445,0.001234,0,0.464286,13,0.000143
1336,long manh tran,1,1,1,16,1,1,0,189,0,0,0.000003
1337,"long, robert a.",29,29,2,33,29,0.162119,0.001234,0,0.807882,328,0.052208
1338,"longoria, meredith p.",1,1,1,9,1,0.571429,0,178,0,0,0.000005
1339,"loo, adrian h. b.",7,7,1,1,7,1,0,145,1,21,0.000085
1340,"lopez-iborra, german m.",5,5,1,1,5,1,0,15,1,10,0.000039
1341,"loprete, l.",8,8,1,0,8,0.75,0,34,1,28,0.000276
1342,"lorch, patrick d.",6,11,2,36,6,0.155214,0,0,1,15,0.000169
1343,"lorrain-soligon, lea",8,8,1,0,8,0.568966,0,19,1,28,0.000435
1344,"louppe, v.",4,4,1,4,4,1,0,165,1,6,0.000025
1345,"louvrier, julie",22,22,3,29,22,0.15936,0.0127,0,0.329004,76,0.000704
1346,"louw, cornelius j.",4,4,1,17,4,0.105114,0,0,1,6,0.000056
1347,"lovallo, matthew j.",6,6,1,3,6,0.6875,0,93,1,15,0.000068
1348,"loveridge, robin",7,7,1,1,7,0.440678,0,20,1,21,0.00015
1349,"lowe, winsor h.",2,2,1,39,2,0.194124,0,0,1,1,0.00011
1350,"loy, rebecca h. y.",7,7,1,1,7,1,0,145,1,21,0.000085
1351,"loyn, richard h.",13,13,1,29,13,0.842105,0,55,1,78,0.000623
1352,"lua, h. k.",7,7,1,1,7,1,0,145,1,21,0.000085
1353,"luce, charlie h.",11,11,1,13,11,0.761905,0,67,1,55,0.000348
1354,"lucherini, mauro",3,3,1,133,3,0.201798,0,0,1,3,0.000268
1355,"luis goncalves, andre",13,13,1,0,13,1,0,14,1,78,0.00061
1356,"luiselli, luca",0,0,1,43,0,0,0,190,0,0,0
1357,"lukacs, paul m.",14,15,5,137,14,0.152108,0.01162,0,0.21978,20,0.000147
1358,"luke, kirsten",8,8,1,0,8,0.107807,0,0,1,28,0.000129
1359,"lundgren, erick j.",6,6,1,0,6,1,0,81,1,15,0.000058
1360,"lundstrom, anders",6,6,1,1,6,1,0,169,1,15,0.000058
1361,"lunghi, enrico",16,16,1,52,16,0.66,0,19,1,120,0.00198
1362,"lusk, jeffery j.",4,4,1,9,4,0.7,0,66,1,6,0.000033
1363,"luskin, matthew scott",2,2,1,0,2,0.118287,0,0,1,1,0.000028
1364,"lute, abby c.",11,11,1,13,11,0.761905,0,67,1,55,0.000348
1365,"luther, david",7,8,2,12,7,0.187807,0.000187,0,0.619048,13,0.000325
1366,"luukkonen, david r.",3,3,1,2,3,0.120669,0,0,1,3,0.000035
1367,"luza, andre luis",4,4,1,9,4,1,0,142,1,6,0.000025
1368,"lyet, arnaud",9,9,2,14,9,0.121457,0.002053,0,0.444444,16,0.000103
1369,"lynch, heather j.",8,8,1,83,8,0.215878,0,0,1,28,0.000664
1370,"lyons, james e.",8,8,1,13,8,0.201396,0,0,1,28,0.000409
1371,"lyver, philip o'b.",10,10,1,26,10,0.625,0,58,1,45,0.000274
